,FEATURE,0-1.2 BEFORE,0-1.2 IN,0-1.2 AFTER,1.2-1.4 BEFORE,1.2-1.4 IN,1.2-1.4 AFTER,1.4-1.6 BEFORE,1.4-1.6 IN,1.4-1.6 AFTER,1.6-1.8 BEFORE,1.6-1.8 IN,1.6-1.8 AFTER,1.8-2.0 BEFORE,1.8-2.0 IN,1.8-2.0 AFTER,2.0-inf BEFORE,2.0-inf IN,2.0-inf AFTER
321,CDS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,gene,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,CDS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
360,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,gene,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375,CDS,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,gene,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,CDS,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,gene,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,CDS,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,gene,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,CDS,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,gene,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,CDS,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,gene,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,CDS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,gene,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,CDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,gene,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,CDS,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,gene,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,CDS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,gene,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,CDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
